-4.2376299,-15.5748484,4.4108201
-3.8139086,-16.4971128,4.1171691
-3.2608081,-17.3362709,3.9839030
-2.6073946,-18.0208998,4.0747332
-1.7959291,-18.5514152,4.3246871
-0.8529983,-18.9492687,4.5874420
0.1019296,-19.2277672,4.8454607
1.0875439,-19.4455457,5.1240806
2.0663260,-19.6206823,5.4561793
3.0492111,-19.7631256,5.8163202
4.0326856,-19.8795665,6.1901678
5.0230989,-19.9791022,6.5670591
6.0124444,-20.0705051,6.9290195
7.0025110,-20.1597347,7.2777886
7.9927593,-20.2483725,7.5973066
8.9835232,-20.3351762,7.8983422
9.9754609,-20.4204796,8.1857077
10.9662735,-20.5053880,8.4516561
11.9574200,-20.5902536,8.7052237
12.9489317,-20.6751101,8.9491936
13.9399482,-20.7599062,9.1769345
14.9312433,-20.8447144,9.3963085
15.9223465,-20.9295017,9.6085448
16.9137170,-21.0143292,9.8078567
17.9050165,-21.0992371,10.0010401
18.8956747,-21.1843853,10.1881034
19.8873792,-21.2703098,10.3635376
20.8784476,-21.3574790,10.5332770
21.8684443,-21.4466281,10.6966894
22.8597495,-21.5389212,10.2733569
23.8489910,-21.6351642,9.7829119
24.8385007,-21.7352548,9.2461598
25.8266536,-21.8371254,8.7055308
26.8151756,-21.9396209,8.1655060
27.8066267,-22.0404985,7.6263952
28.7934657,-22.1339690,7.1077545
29.7846003,-22.2107413,6.6080824
30.7797639,-22.2594789,6.1354430
31.7755789,-22.2688208,5.7002095
32.7745495,-22.2197430,5.2706483
33.7661038,-22.0879504,4.8268553
34.7487088,-21.8425594,4.4275658
35.6603153,-21.4742120,4.0567204
36.4940917,-20.9663822,3.6827333
37.2342733,-20.3167287,3.7719503
37.8075836,-19.5272382,4.1740351
38.2463915,-18.6434216,4.5008921
38.5846621,-17.6787733,4.8028494
38.8194356,-16.7124052,5.0805896
38.9855312,-15.7190976,5.3707085
39.1019481,-14.7344879,5.6730701
39.1990425,-13.7372490,5.9905809
39.2877979,-12.7581463,6.3076281
39.3710148,-11.7680024,6.6102490
39.4293683,-10.7774126,6.4019415
39.4390027,-9.7801378,5.9729166
39.3756022,-8.7863620,5.5592543
39.2199292,-7.8003971,5.1566992
38.9599283,-6.8423041,4.7680608
38.5827688,-5.9092769,4.4442397
38.0835543,-5.0266893,4.1094323
37.5099661,-4.2634423,3.9560257
36.7887830,-3.6546074,4.1397550
35.8782381,-3.1810338,4.4437263
34.9357816,-2.8484126,4.7097109
33.9532110,-2.5872490,4.9857450
32.9876960,-2.3884508,5.2683597
32.0000494,-2.2267806,5.6186526
31.0173756,-2.1020686,5.9820262
30.0295491,-2.0036807,6.3605917
29.0378683,-1.9181245,6.7323579
28.0479405,-1.8375322,7.0891352
27.0559993,-1.7579193,7.4275352
26.0653410,-1.6791530,7.7323550
25.0734193,-1.5994257,8.0233518
24.0815047,-1.5176310,8.2989538
23.0906819,-1.4336721,8.5544659
22.0994017,-1.3475904,8.8008172
21.1083828,-1.2596776,9.0358775
20.1176256,-1.1701042,9.2570036
19.1268960,-1.0789500,9.4711802
18.1365124,-0.9862716,9.6759874
17.1458533,-0.8919461,9.8703441
16.1558102,-0.7958729,10.0588092
15.1659728,-0.6977117,10.2386994
14.1756990,-0.5969873,10.4102139
13.1866573,-0.4935317,10.4978412
12.1976278,-0.3870673,10.3526173
11.2088668,-0.2778701,9.9077503
10.2214339,-0.1673716,9.3671482
9.2329761,-0.0569880,8.8266455
8.2462515,0.0515440,8.2885245
7.2567447,0.1566516,7.7524634
6.2668693,0.2550492,7.2200695
5.2802535,0.3423318,6.6937321
4.2841722,0.4159035,6.1740303
3.2922739,0.4664368,5.6759541
2.2894951,0.4731993,5.1969725
1.3000361,0.4087725,4.7336898
0.3019114,0.2329655,4.3179546
-0.6496319,-0.0906483,3.9265914
-1.4981307,-0.5662075,3.6144552
-2.2288706,-1.2008988,3.7325136
-2.8411490,-1.9846560,4.1330868
-3.3145673,-2.8369810,4.4474282
-3.6903736,-3.7721354,4.7393371
-3.9662982,-4.7445068,5.0192435
-4.1608704,-5.7241608,5.3195876
-4.3017896,-6.7132617,5.6241135
-4.4119534,-7.7067153,5.9402538
-4.5142052,-8.6931376,6.2579661
-4.6146673,-9.6729565,6.5501417
-4.7023980,-10.6624970,6.4534755
-4.7594456,-11.6552725,6.1407833
-4.7645981,-12.6516577,5.6567822
-4.6939210,-13.6451511,5.1943606
-4.5241795,-14.6264487,4.9650270
-4.2376299,-15.5748484,4.4108201
